,Close,High,Low,Open,Date,Volume
329,93.5948,93.5948,93.5948,93.5948,2022-08-05,1
330,93.775,93.775,93.775,93.775,2022-08-08,24
331,93.6116,93.6116,93.5616,93.5616,2022-08-09,403
332,93.895,93.9,93.895,93.9,2022-08-10,236
333,93.5561,93.5561,93.5561,93.5561,2022-08-11,18
334,93.713,93.713,93.713,93.713,2022-08-12,7
335,93.8743,93.9599,93.8743,93.9599,2022-08-15,157
336,93.7423,93.7423,93.7423,93.7423,2022-08-16,3
337,93.427,93.427,93.427,93.427,2022-08-17,2
338,93.5251,93.55,93.525,93.55,2022-08-18,6692
339,93.3,93.3,93.3,93.3,2022-08-19,1
340,93.055,93.1001,93.055,93.1001,2022-08-22,348
341,93.0072,93.045,93.0072,93.045,2022-08-23,4602
342,92.8584,92.8584,92.83,92.84,2022-08-24,1259
343,93.1124,93.1124,93.1124,93.1124,2022-08-25,1
344,93.005,93.02,93.005,93.02,2022-08-26,226
345,92.74,92.7593,92.74,92.7593,2022-08-29,799
346,92.6966,92.6966,92.6966,92.6966,2022-08-30,3
347,92.665,92.72,92.665,92.7,2022-08-31,2715
348,92.284,92.3,92.284,92.285,2022-09-01,756
349,92.5701,92.5701,92.525,92.57,2022-09-02,2001
350,92.1174,92.1174,92.1174,92.1174,2022-09-06,19
351,92.4142,92.4142,92.31,92.31,2022-09-07,293
352,92.2743,92.2743,92.2743,92.2743,2022-09-08,4
353,92.2212,92.2212,92.2212,92.2212,2022-09-09,58
354,92.1733,92.1733,92.1733,92.1733,2022-09-12,36
355,91.7588,91.7588,91.7,91.71,2022-09-13,2403
356,91.7284,91.79,91.65,91.651,2022-09-14,1854
357,91.545,91.585,91.545,91.585,2022-09-15,127
358,91.645,91.645,91.645,91.645,2022-09-16,4
359,91.4489,91.45,91.4489,91.45,2022-09-19,116
360,91.2266,91.23,91.215,91.2198,2022-09-20,2316
361,91.315,91.3199,91.1301,91.1301,2022-09-21,7816
362,90.735,90.8,90.6905,90.7696,2022-09-22,8384
363,90.6,90.6599,90.46,90.511,2022-09-23,14798
364,89.96,90.3401,89.95,90.3401,2022-09-26,1669
365,89.71,90.03,89.71,90.03,2022-09-27,2803
366,90.0741,90.0741,89.6569,89.7329,2022-09-28,877
367,89.8128,89.84,89.79,89.79,2022-09-29,1090
368,89.6722,90.0,89.6722,90.0,2022-09-30,2654
369,90.2566,90.4299,90.2536,90.27,2022-10-03,738
370,90.4456,90.58,90.4456,90.58,2022-10-04,157
371,90.0721,90.0721,90.0721,90.0721,2022-10-05,44
372,89.94,89.94,89.94,89.94,2022-10-06,145
373,89.6105,89.6105,89.6105,89.6105,2022-10-07,2
374,89.4784,89.4784,89.4784,89.4784,2022-10-10,11
375,89.4685,89.4685,89.4401,89.441,2022-10-11,861
376,89.5527,89.5527,89.5527,89.5527,2022-10-12,2
377,89.306,89.306,89.306,89.306,2022-10-13,2
378,89.1441,89.1441,89.1441,89.1441,2022-10-14,4
379,89.2129,89.2619,89.2129,89.2619,2022-10-17,169
380,89.3302,89.3302,89.3302,89.3302,2022-10-18,28
381,88.8918,88.8918,88.8918,88.8918,2022-10-19,30
382,88.609,88.609,88.609,88.609,2022-10-20,100
383,88.8895,88.8895,88.8895,88.8895,2022-10-21,131
384,88.8801,88.899,88.8801,88.8801,2022-10-24,115
385,89.2663,89.3195,89.2663,89.2663,2022-10-25,136
386,89.4405,89.485,89.385,89.385,2022-10-26,3815
387,89.753,89.77,89.71,89.71,2022-10-27,2269
388,89.5444,89.5582,89.52,89.54,2022-10-28,1384
389,89.2936,89.44,89.24,89.42,2022-10-31,4217
390,89.3269,89.3269,89.3269,89.3269,2022-11-01,36
391,89.2116,89.4195,89.2116,89.4195,2022-11-02,135
392,89.0034,89.0034,89.0034,89.0034,2022-11-03,262
393,89.1016,89.1016,89.1016,89.1016,2022-11-04,2
394,88.9573,88.9573,88.9573,88.9573,2022-11-07,2
395,89.1798,89.1801,88.88,88.99,2022-11-08,3775
396,89.26,89.35,89.21,89.21,2022-11-09,18223
397,90.4244,90.4419,90.261,90.39,2022-11-10,24776
398,90.375,90.55,90.365,90.55,2022-11-11,715
399,90.2549,90.2812,90.1969,90.1969,2022-11-14,1646
400,90.6169,90.6169,90.55,90.55,2022-11-15,112
401,90.831,90.831,90.7,90.72,2022-11-16,375
402,90.5653,90.595,90.4813,90.4813,2022-11-17,458
403,90.3855,90.3855,90.3855,90.3855,2022-11-18,2
404,90.3449,90.54,90.3449,90.54,2022-11-21,6309
405,90.47,90.47,90.47,90.47,2022-11-22,103
406,90.745,90.745,90.72,90.72,2022-11-23,383
407,90.7793,90.7793,90.695,90.695,2022-11-25,352
408,90.8096,90.8096,90.8096,90.8096,2022-11-28,2440
409,90.6151,90.6151,90.6151,90.6151,2022-11-29,123
410,90.96,90.96,90.48,90.4999,2022-11-30,494
411,91.5161,91.5161,91.325,91.325,2022-12-01,14968
412,91.6001,91.6001,91.6001,91.6001,2022-12-02,2
413,91.1549,91.3,91.1549,91.255,2022-12-05,1397
414,91.31,91.31,91.31,91.31,2022-12-06,103
415,91.6949,91.6949,91.6533,91.6599,2022-12-07,715
416,91.5121,91.5121,91.5121,91.5121,2022-12-08,3
417,91.3139,91.3139,91.3139,91.3139,2022-12-09,52
418,91.2197,91.421,91.2197,91.421,2022-12-12,248
419,91.6349,91.905,91.6349,91.905,2022-12-13,6260
420,91.7421,91.7421,91.56,91.56,2022-12-14,102
421,91.7846,91.7846,91.735,91.735,2022-12-15,1204
422,91.7471,91.7471,91.7471,91.7471,2022-12-16,55
423,91.4354,91.4899,91.4354,91.4899,2022-12-19,491
424,91.1849,91.1849,91.1849,91.1849,2022-12-20,13
425,90.9657,90.9657,90.9657,90.9657,2022-12-21,171
426,90.9452,90.9452,90.9452,90.9452,2022-12-22,2
427,90.8045,90.8045,90.76,90.771,2022-12-23,1308
428,90.5096,90.5096,90.5096,90.5096,2022-12-27,15
429,90.4347,90.4347,90.421,90.421,2022-12-28,168
430,90.5923,90.5923,90.5923,90.5923,2022-12-29,84
431,90.4317,90.4317,90.4317,90.4317,2022-12-30,33
432,90.6188,90.6188,90.57,90.591,2023-01-03,1715
433,90.8792,90.8792,90.8792,90.8792,2023-01-04,103
434,90.7514,90.7514,90.7514,90.7514,2023-01-05,11
435,91.4083,91.4083,90.92,90.92,2023-01-06,11299
436,91.6,91.6,91.429,91.429,2023-01-09,3790
437,91.3861,91.44,91.34,91.34,2023-01-10,6504
438,91.6407,91.6407,91.519,91.53,2023-01-11,4053
439,92.0693,92.0693,92.0693,92.0693,2023-01-12,3
440,91.8352,91.91,91.8299,91.91,2023-01-13,3913
441,91.8116,91.91,91.8116,91.91,2023-01-17,1304
442,92.355,92.41,92.235,92.24,2023-01-18,7402
443,92.2752,92.28,92.25,92.25,2023-01-19,203
444,92.035,92.08,91.97,92.08,2023-01-20,405
445,91.96,91.99,91.925,91.925,2023-01-23,1839
446,92.0657,92.0657,92.03,92.03,2023-01-24,203
447,92.1,92.1,92.04,92.04,2023-01-25,143
448,91.9858,92.1,91.9858,92.1,2023-01-26,353
449,91.9003,91.9003,91.9003,91.9003,2023-01-27,7
450,91.765,91.7799,91.765,91.7799,2023-01-30,150
451,91.9625,91.9625,91.9625,91.9625,2023-01-31,3
452,92.3677,92.3677,92.015,92.015,2023-02-01,2703
453,92.4041,92.4041,92.4041,92.4041,2023-02-02,79
454,91.8618,91.9,91.86,91.9,2023-02-03,400
455,91.404,91.49,91.404,91.49,2023-02-06,103
456,91.363,91.45,91.363,91.45,2023-02-07,555
457,91.4761,91.4761,91.4761,91.4761,2023-02-08,1550
458,91.2751,91.49,91.2751,91.49,2023-02-09,403
459,91.095,91.15,91.095,91.15,2023-02-10,741
460,91.121,91.1459,91.0999,91.1459,2023-02-13,1594
461,90.8773,90.8773,90.8,90.8,2023-02-14,103
462,90.835,90.835,90.835,90.835,2023-02-15,8
463,90.83,90.83,90.83,90.83,2023-02-16,401
464,90.8177,90.8177,90.8177,90.8177,2023-02-17,15
465,90.5,90.5,90.5,90.5,2023-02-21,401
466,90.4315,90.5399,90.43,90.5399,2023-02-22,269
467,90.591,90.591,90.53,90.53,2023-02-23,202
468,90.295,90.3,90.289,90.3,2023-02-24,1348
469,90.4067,90.41,90.4,90.4,2023-02-27,226
470,90.4353,90.4353,90.33,90.33,2023-02-28,203
471,90.21,90.21,90.15,90.15,2023-03-01,272
472,90.085,90.085,90.02,90.02,2023-03-02,202
473,90.3586,90.3586,90.21,90.21,2023-03-03,543
474,90.4,90.4,90.4,90.4,2023-03-06,428
475,90.21,90.24,90.21,90.24,2023-03-07,319
476,90.019,90.25,90.019,90.24,2023-03-08,359
477,90.4263,90.4263,90.4263,90.4263,2023-03-09,94
478,91.1253,91.1253,91.1253,91.1253,2023-03-10,66
479,91.8243,92.21,91.8243,92.0099,2023-03-13,214
480,91.4084,91.55,91.4084,91.55,2023-03-14,119
481,92.067,92.27,92.067,92.27,2023-03-15,108
482,91.636,91.636,91.636,91.636,2023-03-16,61
483,92.3446,92.3446,92.3446,92.3446,2023-03-17,4
484,92.08,92.08,92.08,92.08,2023-03-20,78
485,91.7655,91.83,91.7655,91.83,2023-03-21,235
486,92.4751,92.4751,92.4751,92.4751,2023-03-22,208
487,92.8098,92.8098,92.8098,92.8098,2023-03-23,19
488,92.8359,92.8359,92.8359,92.8359,2023-03-24,38
489,92.2666,92.3501,92.2666,92.3501,2023-03-27,114
490,92.1631,92.1631,92.1631,92.1631,2023-03-28,10
491,91.8152,91.818,91.81,91.81,2023-03-29,752
492,91.8756,91.8756,91.8756,91.8756,2023-03-30,2
493,92.185,92.185,91.94,91.94,2023-03-31,106
494,92.4722,92.4722,92.3427,92.35,2023-04-03,4949
495,92.815,92.815,92.74,92.741,2023-04-04,973
496,92.9392,93.0197,92.9392,93.0197,2023-04-05,1611
497,92.9212,92.9212,92.9212,92.9212,2023-04-06,100
498,92.4915,92.4915,92.4915,92.4915,2023-04-10,4
499,92.4689,92.5099,92.4689,92.5099,2023-04-11,168
500,92.6169,92.63,92.59,92.61,2023-04-12,812
501,92.6092,92.6092,92.6092,92.6092,2023-04-13,7
502,92.365,92.365,92.365,92.365,2023-04-14,104
503,92.115,92.1301,92.115,92.1301,2023-04-17,226
504,92.16,92.16,92.16,92.16,2023-04-18,906
505,92.0111,92.0111,92.0111,92.0111,2023-04-19,3
506,92.2852,92.2852,92.2852,92.2852,2023-04-20,2
507,92.265,92.265,92.21,92.21,2023-04-21,1090
508,92.4035,92.4035,92.3248,92.3248,2023-04-24,1011
509,92.9062,92.9295,92.705,92.705,2023-04-25,1510
510,92.765,92.765,92.765,92.765,2023-04-26,58
511,92.445,92.445,92.445,92.445,2023-04-27,2
512,92.6823,92.6823,92.6823,92.6823,2023-04-28,41
513,92.3349,92.54,92.33,92.52,2023-05-01,4388
514,92.7746,92.782,92.761,92.77,2023-05-02,856
515,93.1037,93.1037,93.1037,93.1037,2023-05-03,4
516,93.16,93.39,93.16,93.265,2023-05-04,119712
517,92.864,92.864,92.864,92.864,2023-05-05,136
518,92.5842,92.7,92.56,92.645,2023-05-08,5138
519,92.595,92.595,92.55,92.55,2023-05-09,907
520,92.9358,92.9358,92.8559,92.8559,2023-05-10,261
521,93.14,93.1499,93.11,93.12,2023-05-11,1659
522,92.7938,93.03,92.7938,93.03,2023-05-12,1048
523,92.7235,92.7235,92.7235,92.7235,2023-05-15,2
524,92.5632,92.5632,92.5632,92.5632,2023-05-16,25
525,92.3709,92.3709,92.3709,92.3709,2023-05-17,3
526,92.1,92.17,92.1,92.17,2023-05-18,1603
527,91.9693,91.9693,91.9693,91.9693,2023-05-19,5
528,91.9133,91.9459,91.9133,91.9459,2023-05-22,197
529,91.9776,92.018,91.9776,92.018,2023-05-23,407
530,91.832,91.832,91.832,91.832,2023-05-24,73
531,91.4812,91.4812,91.4812,91.4812,2023-05-25,19
532,91.4914,91.4914,91.376,91.376,2023-05-26,341
533,91.8996,91.8996,91.665,91.665,2023-05-30,3606
534,92.1006,92.1006,92.1006,92.1006,2023-05-31,279
535,92.2424,92.2519,92.1997,92.2519,2023-06-01,1037
536,91.8698,91.8698,91.8698,91.8698,2023-06-02,4
537,91.9075,91.9075,91.9075,91.9075,2023-06-05,4
538,91.8569,91.8569,91.8569,91.8569,2023-06-06,5
539,91.5746,91.5746,91.5746,91.5746,2023-06-07,52
540,91.867,91.867,91.867,91.867,2023-06-08,2
541,91.6406,91.65,91.6406,91.65,2023-06-09,160
542,91.7309,91.7309,91.61,91.62,2023-06-12,109286
543,91.375,91.6401,91.375,91.6401,2023-06-13,3203
544,91.46,91.46,91.46,91.46,2023-06-14,179
545,91.825,91.825,91.825,91.825,2023-06-15,47
546,91.615,91.615,91.615,91.615,2023-06-16,49
547,91.7766,91.7766,91.7766,91.7766,2023-06-20,7
548,91.7648,91.7648,91.64,91.64,2023-06-21,3501
549,91.527,91.549,91.527,91.549,2023-06-22,198
550,91.655,91.655,91.61,91.61,2023-06-23,110039
551,91.7645,91.7645,91.7645,91.7645,2023-06-26,862
552,91.5649,91.5649,91.5649,91.5649,2023-06-27,6
553,91.6019,91.6019,91.6019,91.6019,2023-06-28,8
554,91.1597,91.1597,91.1597,91.1597,2023-06-29,30
555,91.2719,91.2719,91.2719,91.2719,2023-06-30,78
556,91.12,91.12,91.12,91.12,2023-07-03,114
557,90.9153,90.9153,90.9153,90.9153,2023-07-05,14
558,90.5711,90.5711,90.5697,90.5697,2023-07-06,365
559,90.605,90.605,90.605,90.605,2023-07-07,5
560,90.8863,90.8863,90.8863,90.8863,2023-07-10,7
561,90.95,90.9899,90.9492,90.9899,2023-07-11,2623
562,91.4454,91.52,91.32,91.32,2023-07-12,9504
563,91.88,91.91,91.88,91.901,2023-07-13,6518
564,91.717,91.7299,91.71,91.71,2023-07-14,57723
565,91.6541,91.6541,91.58,91.58,2023-07-17,24002
566,91.6953,91.8699,91.6953,91.8699,2023-07-18,1602
567,91.834,91.836,91.83,91.83,2023-07-19,241
568,91.5142,91.5142,91.415,91.415,2023-07-20,5118
569,91.5542,91.565,91.5542,91.565,2023-07-21,187
570,91.4174,91.6563,91.4174,91.6563,2023-07-24,703
571,91.3447,91.3447,91.3299,91.3299,2023-07-25,282
572,91.47,91.47,91.32,91.32,2023-07-26,370
573,91.0947,91.29,91.059,91.26,2023-07-27,35551
574,91.3,91.3,91.245,91.2498,2023-07-28,2170
575,91.3475,91.45,91.31,91.3937,2023-07-31,6198
576,91.118,91.118,91.118,91.118,2023-08-01,7
577,91.0529,91.0529,91.0529,91.0529,2023-08-02,48
578,90.8063,90.841,90.63,90.841,2023-08-03,19669
579,91.3253,91.3253,91.06,91.06,2023-08-04,1528
580,91.2555,91.29,91.2555,91.265,2023-08-07,2623
581,91.4277,91.449,91.4277,91.449,2023-08-08,240
582,91.4151,91.4151,91.401,91.401,2023-08-09,612
583,91.1346,91.4599,91.1346,91.4399,2023-08-10,1146
584,90.8627,90.93,90.8627,90.93,2023-08-11,283
585,90.7548,90.7548,90.7548,90.7548,2023-08-14,2
586,90.7,90.7,90.7,90.7,2023-08-15,2
587,90.5459,90.8,90.5459,90.8,2023-08-16,102
588,90.5549,90.5549,90.529,90.529,2023-08-17,468
589,90.6693,90.6693,90.6693,90.6693,2023-08-18,3
590,90.4074,90.4399,90.4,90.4399,2023-08-21,663
591,90.3937,90.3937,90.3937,90.3937,2023-08-22,3
592,90.8499,90.8499,90.8499,90.8499,2023-08-23,2
593,90.7341,90.7341,90.7341,90.7341,2023-08-24,3
594,90.6514,90.6514,90.6514,90.6514,2023-08-25,10
595,90.7955,90.7955,90.7439,90.7439,2023-08-28,286
596,91.17,91.17,91.01,91.01,2023-08-29,2141
597,91.1469,91.1469,91.1469,91.1469,2023-08-30,3
598,91.2972,91.2972,91.29,91.29,2023-08-31,752
599,91.0868,91.0868,91.0868,91.0868,2023-09-01,2
600,90.83,90.9055,90.83,90.9055,2023-09-05,754
601,90.6518,90.84,90.6518,90.84,2023-09-06,518
602,90.8688,90.8688,90.8688,90.8688,2023-09-07,6
603,90.8635,90.8909,90.85,90.88,2023-09-08,404
604,90.825,90.825,90.825,90.825,2023-09-11,13
605,90.825,90.825,90.8,90.8,2023-09-12,471
606,90.9051,90.9051,90.9051,90.9051,2023-09-13,158
607,90.8484,90.8484,90.8484,90.8484,2023-09-14,2
608,90.7476,90.7476,90.7476,90.7476,2023-09-15,6
609,90.75,90.75,90.75,90.75,2023-09-18,15
610,90.5768,90.5768,90.5768,90.5768,2023-09-19,2
611,90.5062,90.56,90.5062,90.56,2023-09-20,240
612,90.3126,90.3399,90.2979,90.2979,2023-09-21,1054
613,90.4836,90.4836,90.44,90.45,2023-09-22,452
614,90.2507,90.2507,90.2507,90.2507,2023-09-25,11
615,90.2297,90.2599,90.2297,90.2599,2023-09-26,113
616,89.0856,89.0856,89.0856,89.0856,2023-09-27,1
617,89.2922,89.2922,89.045,89.045,2023-09-28,2347
618,89.2946,89.37,89.2946,89.37,2023-09-29,289
619,88.9585,88.9585,88.9585,88.9585,2023-10-02,20
620,88.675,88.675,88.675,88.675,2023-10-03,3
621,88.97,88.97,88.97,88.97,2023-10-04,2
622,89.07,89.07,89.07,89.07,2023-10-05,128
623,88.8897,88.9067,88.8897,88.9067,2023-10-06,156
624,89.4284,89.4284,89.4284,89.4284,2023-10-09,3
625,89.355,89.355,89.355,89.355,2023-10-10,4
626,89.4481,89.4481,89.4481,89.4481,2023-10-11,78
627,89.1501,89.1501,89.1501,89.1501,2023-10-12,16
628,89.35,89.35,89.35,89.35,2023-10-13,64
629,89.145,89.145,89.06,89.06,2023-10-16,343
630,88.69,88.69,88.69,88.69,2023-10-17,144
631,88.4941,88.4941,88.4941,88.4941,2023-10-18,3
632,88.4305,88.4305,88.4305,88.4305,2023-10-19,100
633,88.6941,88.7,88.61,88.7,2023-10-20,328
634,88.8814,88.8814,88.8814,88.8814,2023-10-23,17
635,88.937,88.937,88.937,88.937,2023-10-24,80
636,88.635,88.635,88.635,88.635,2023-10-25,6
637,88.9744,88.9744,88.965,88.965,2023-10-26,256
638,89.0698,89.0698,89.0698,89.0698,2023-10-27,2
639,88.93,88.93,88.9155,88.9155,2023-10-30,293
640,88.8975,88.9689,88.8975,88.9,2023-10-31,959
641,89.3692,89.3692,89.1873,89.2095,2023-11-01,1096
642,89.5746,89.6,89.52,89.5845,2023-11-02,1369
643,90.015,90.11,90.015,90.03,2023-11-03,3165
